2016-12-16 22:26:15,500 [MainThread:6772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:57:56,776 [Thread-56:8120] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-16 22:57:56,780 [Thread-56:8120] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`id` IN (34) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(34,)
2016-12-16 22:57:56,806 [Thread-56:8120] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`id`, `auth_permission`.`name`, `auth_permission`.`content_type_id`, `auth_permission`.`codename`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=()
2016-12-16 22:57:56,835 [Thread-57:6880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:57:56,838 [Thread-57:6880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:57:56,839 [Thread-57:6880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'oimnphpl2gqbbp5pfwu3rsdtun2wv04f' AND `django_session`.`expire_date` > '2016-12-16 14:57:56.832000'); args=('oimnphpl2gqbbp5pfwu3rsdtun2wv04f', u'2016-12-16 14:57:56.832000')
2016-12-16 22:57:56,842 [Thread-57:6880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-16 22:58:27,499 [MainThread:8908] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:58:37,457 [MainThread:1468] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:58:50,157 [MainThread:3424] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:59:10,020 [MainThread:8020] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:59:46,168 [MainThread:880] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:59:48,493 [MainThread:6660] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:59:50,642 [MainThread:7196] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 22:59:54,311 [MainThread:1384] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:00:44,417 [MainThread:5904] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:00:57,766 [MainThread:7536] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:01:18,045 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:01:18,104 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:01:18,108 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.005) SHOW FULL TABLES; args=None
2016-12-16 23:01:18,112 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-12-16 23:01:18,125 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.005) SHOW FULL TABLES; args=None
2016-12-16 23:01:18,154 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET foreign_key_checks=0; args=None
2016-12-16 23:01:18,157 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET foreign_key_checks=1; args=None
2016-12-16 23:01:18,164 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:01:18,164 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET foreign_key_checks=0; args=None
2016-12-16 23:01:18,168 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET foreign_key_checks=1; args=None
2016-12-16 23:01:18,247 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:01:18,250 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'logentry' AND `django_content_type`.`app_label` = 'admin'); args=('logentry', 'admin')
2016-12-16 23:01:18,255 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (1) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(1,)
2016-12-16 23:01:18,259 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'admin'; args=('admin',)
2016-12-16 23:01:18,263 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'permission' AND `django_content_type`.`app_label` = 'auth'); args=('permission', 'auth')
2016-12-16 23:01:18,266 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'group' AND `django_content_type`.`app_label` = 'auth'); args=('group', 'auth')
2016-12-16 23:01:18,270 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (2, 3) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(2, 3)
2016-12-16 23:01:18,275 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'auth'; args=('auth',)
2016-12-16 23:01:18,279 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'contenttype' AND `django_content_type`.`app_label` = 'contenttypes'); args=('contenttype', 'contenttypes')
2016-12-16 23:01:18,282 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (4) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(4,)
2016-12-16 23:01:18,286 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'contenttypes'; args=('contenttypes',)
2016-12-16 23:01:18,289 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'session' AND `django_content_type`.`app_label` = 'sessions'); args=('session', 'sessions')
2016-12-16 23:01:18,295 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (5) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(5,)
2016-12-16 23:01:18,298 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'sessions'; args=('sessions',)
2016-12-16 23:01:18,301 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'user' AND `django_content_type`.`app_label` = 'blog'); args=('user', 'blog')
2016-12-16 23:01:18,305 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'tag' AND `django_content_type`.`app_label` = 'blog'); args=('tag', 'blog')
2016-12-16 23:01:18,309 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'catagory' AND `django_content_type`.`app_label` = 'blog'); args=('catagory', 'blog')
2016-12-16 23:01:18,312 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'article' AND `django_content_type`.`app_label` = 'blog'); args=('article', 'blog')
2016-12-16 23:01:18,315 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'comment' AND `django_content_type`.`app_label` = 'blog'); args=('comment', 'blog')
2016-12-16 23:01:18,319 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'link' AND `django_content_type`.`app_label` = 'blog'); args=('link', 'blog')
2016-12-16 23:01:18,322 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE (`django_content_type`.`model` = 'ad' AND `django_content_type`.`app_label` = 'blog'); args=('ad', 'blog')
2016-12-16 23:01:18,328 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `auth_permission`.`content_type_id`, `auth_permission`.`codename` FROM `auth_permission` INNER JOIN `django_content_type` ON ( `auth_permission`.`content_type_id` = `django_content_type`.`id` ) WHERE `auth_permission`.`content_type_id` IN (6, 7, 8, 9, 10, 11, 12) ORDER BY `django_content_type`.`app_label` ASC, `django_content_type`.`model` ASC, `auth_permission`.`codename` ASC; args=(6, 7, 8, 9, 10, 11, 12)
2016-12-16 23:01:18,331 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_content_type` WHERE `django_content_type`.`app_label` = 'blog'; args=('blog',)
2016-12-16 23:01:18,335 [MainThread:7000] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT (1) AS `a` FROM `blog_user` LIMIT 1; args=()
2016-12-16 23:01:34,321 [Dummy-1:8456] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:01:34,388 [Dummy-1:8456] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:01:34,394 [Dummy-1:8456] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-12-16 23:01:34,408 [Dummy-1:8456] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-12-16 23:02:29,085 [Dummy-1:5748] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:29,151 [Dummy-1:5748] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:29,154 [Dummy-1:5748] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-12-16 23:02:29,160 [Dummy-1:5748] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-12-16 23:02:32,230 [Dummy-1:32] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:32,290 [Dummy-1:32] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:32,296 [Dummy-1:32] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) SHOW FULL TABLES; args=None
2016-12-16 23:02:32,303 [Dummy-1:32] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-12-16 23:02:46,698 [Thread-8:6432] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:46,703 [Thread-8:6432] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:46,704 [Thread-8:6432] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'oimnphpl2gqbbp5pfwu3rsdtun2wv04f' AND `django_session`.`expire_date` > '2016-12-16 15:02:46.689000'); args=('oimnphpl2gqbbp5pfwu3rsdtun2wv04f', u'2016-12-16 15:02:46.689000')
2016-12-16 23:02:46,710 [Thread-8:6432] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-16 23:02:46,769 [Thread-8:6432] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_admin_log`.`id`, `django_admin_log`.`action_time`, `django_admin_log`.`user_id`, `django_admin_log`.`content_type_id`, `django_admin_log`.`object_id`, `django_admin_log`.`object_repr`, `django_admin_log`.`action_flag`, `django_admin_log`.`change_message`, `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile`, `django_content_type`.`id`, `django_content_type`.`app_label`, `django_content_type`.`model` FROM `django_admin_log` INNER JOIN `blog_user` ON ( `django_admin_log`.`user_id` = `blog_user`.`id` ) LEFT OUTER JOIN `django_content_type` ON ( `django_admin_log`.`content_type_id` = `django_content_type`.`id` ) WHERE `django_admin_log`.`user_id` = 1 ORDER BY `django_admin_log`.`action_time` DESC LIMIT 10; args=(1,)
2016-12-16 23:02:54,305 [Thread-10:5148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:54,312 [Thread-10:5148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:02:54,313 [Thread-10:5148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'oimnphpl2gqbbp5pfwu3rsdtun2wv04f' AND `django_session`.`expire_date` > '2016-12-16 15:02:54.302000'); args=('oimnphpl2gqbbp5pfwu3rsdtun2wv04f', u'2016-12-16 15:02:54.302000')
2016-12-16 23:02:54,315 [Thread-10:5148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
2016-12-16 23:02:54,318 [Thread-10:5148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'oimnphpl2gqbbp5pfwu3rsdtun2wv04f'; args=('oimnphpl2gqbbp5pfwu3rsdtun2wv04f',)
2016-12-16 23:02:54,319 [Thread-10:5148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('oimnphpl2gqbbp5pfwu3rsdtun2wv04f'); args=(u'oimnphpl2gqbbp5pfwu3rsdtun2wv04f',)
2016-12-16 23:03:03,076 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:03:03,082 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:03:03,082 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`username` = 'admin'; args=(u'admin',)
2016-12-16 23:03:03,117 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = '48lxfy6nduj5b17oy14ufjg2846q3une' LIMIT 1; args=(u'48lxfy6nduj5b17oy14ufjg2846q3une',)
2016-12-16 23:03:03,119 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('48lxfy6nduj5b17oy14ufjg2846q3une', 'MDZkMTFkZmE4YWM2MjAxMTdmMDU1NDdjNGQxNGE5YTExYzNhZjJlOTp7fQ==', '2016-12-30 15:03:03.118000'); args=(u'48lxfy6nduj5b17oy14ufjg2846q3une', u'MDZkMTFkZmE4YWM2MjAxMTdmMDU1NDdjNGQxNGE5YTExYzNhZjJlOTp7fQ==', u'2016-12-30 15:03:03.118000')
2016-12-16 23:03:03,141 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = '48lxfy6nduj5b17oy14ufjg2846q3une'; args=(u'48lxfy6nduj5b17oy14ufjg2846q3une',)
2016-12-16 23:03:03,144 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('48lxfy6nduj5b17oy14ufjg2846q3une'); args=(u'48lxfy6nduj5b17oy14ufjg2846q3une',)
2016-12-16 23:03:03,163 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) UPDATE `blog_user` SET `last_login` = '2016-12-16 15:03:03.161000' WHERE `blog_user`.`id` = 1; args=(u'2016-12-16 15:03:03.161000', 1)
2016-12-16 23:03:03,184 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) UPDATE `django_session` SET `session_data` = 'YWViZGQ5Mjc4YjllM2MxMjNhMmQ4NjMxMzFjM2FjY2ZhZjU2ZDQwNTp7Il9hdXRoX3VzZXJfaGFzaCI6IjZhZWU2NjFkNWVlOWVkNWE1MzRmZTg2NjM0MzA1NDQ1NTJkMWJhOGQiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOiIxIn0=', `expire_date` = '2016-12-30 15:03:03.183000' WHERE `django_session`.`session_key` = '48lxfy6nduj5b17oy14ufjg2846q3une'; args=(u'YWViZGQ5Mjc4YjllM2MxMjNhMmQ4NjMxMzFjM2FjY2ZhZjU2ZDQwNTp7Il9hdXRoX3VzZXJfaGFzaCI6IjZhZWU2NjFkNWVlOWVkNWE1MzRmZTg2NjM0MzA1NDQ1NTJkMWJhOGQiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOiIxIn0=', u'2016-12-30 15:03:03.183000', u'48lxfy6nduj5b17oy14ufjg2846q3une')
2016-12-16 23:03:03,186 [Thread-15:8984] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('48lxfy6nduj5b17oy14ufjg2846q3une', 'YWViZGQ5Mjc4YjllM2MxMjNhMmQ4NjMxMzFjM2FjY2ZhZjU2ZDQwNTp7Il9hdXRoX3VzZXJfaGFzaCI6IjZhZWU2NjFkNWVlOWVkNWE1MzRmZTg2NjM0MzA1NDQ1NTJkMWJhOGQiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOiIxIn0=', '2016-12-30 15:03:03.183000'); args=(u'48lxfy6nduj5b17oy14ufjg2846q3une', u'YWViZGQ5Mjc4YjllM2MxMjNhMmQ4NjMxMzFjM2FjY2ZhZjU2ZDQwNTp7Il9hdXRoX3VzZXJfaGFzaCI6IjZhZWU2NjFkNWVlOWVkNWE1MzRmZTg2NjM0MzA1NDQ1NTJkMWJhOGQiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOiIxIn0=', u'2016-12-30 15:03:03.183000')
2016-12-16 23:03:03,213 [Thread-16:1672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:03:03,217 [Thread-16:1672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
2016-12-16 23:03:03,217 [Thread-16:1672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '48lxfy6nduj5b17oy14ufjg2846q3une' AND `django_session`.`expire_date` > '2016-12-16 15:03:03.208000'); args=('48lxfy6nduj5b17oy14ufjg2846q3une', u'2016-12-16 15:03:03.208000')
2016-12-16 23:03:03,219 [Thread-16:1672] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) SELECT `blog_user`.`id`, `blog_user`.`password`, `blog_user`.`last_login`, `blog_user`.`is_superuser`, `blog_user`.`username`, `blog_user`.`first_name`, `blog_user`.`last_name`, `blog_user`.`email`, `blog_user`.`is_staff`, `blog_user`.`is_active`, `blog_user`.`date_joined`, `blog_user`.`avatar`, `blog_user`.`qq`, `blog_user`.`mobile` FROM `blog_user` WHERE `blog_user`.`id` = 1; args=(1,)
